,index,track,rank,date
586,43,Blue (Da Ba Dee),67.0,1999-12-11
587,360,Blue (Da Ba Dee),29.0,1999-12-18
588,677,Blue (Da Ba Dee),16.0,1999-12-25
589,994,Blue (Da Ba Dee),16.0,2000-01-01
590,1311,Blue (Da Ba Dee),13.0,2000-01-08
591,1628,Blue (Da Ba Dee),11.0,2000-01-15
592,1945,Blue (Da Ba Dee),9.0,2000-01-22
593,2262,Blue (Da Ba Dee),6.0,2000-01-29
594,2579,Blue (Da Ba Dee),7.0,2000-02-05
595,2896,Blue (Da Ba Dee),9.0,2000-02-12
596,3213,Blue (Da Ba Dee),13.0,2000-02-19
597,3530,Blue (Da Ba Dee),19.0,2000-02-26
598,3847,Blue (Da Ba Dee),21.0,2000-03-04
599,4164,Blue (Da Ba Dee),24.0,2000-03-11
600,4481,Blue (Da Ba Dee),32.0,2000-03-18
601,4798,Blue (Da Ba Dee),42.0,2000-03-25
602,5115,Blue (Da Ba Dee),56.0,2000-04-01
603,5432,Blue (Da Ba Dee),60.0,2000-04-08
604,5749,Blue (Da Ba Dee),76.0,2000-04-15
605,6066,Blue (Da Ba Dee),88.0,2000-04-22
606,131,Born To Fly,77.0,2000-10-21
607,448,Born To Fly,71.0,2000-10-28
608,765,Born To Fly,64.0,2000-11-04
609,1082,Born To Fly,57.0,2000-11-11
610,1399,Born To Fly,55.0,2000-11-18
611,1716,Born To Fly,51.0,2000-11-25
612,2033,Born To Fly,46.0,2000-12-02
613,2350,Born To Fly,44.0,2000-12-09
614,2667,Born To Fly,36.0,2000-12-16
615,2984,Born To Fly,39.0,2000-12-23
616,3301,Born To Fly,34.0,2000-12-30
617,3618,Born To Fly,46.0,2001-01-06
618,3935,Born To Fly,44.0,2001-01-13
619,4252,Born To Fly,36.0,2001-01-20
620,4569,Born To Fly,42.0,2001-01-27
621,4886,Born To Fly,53.0,2001-02-03
622,5203,Born To Fly,58.0,2001-02-10
623,5520,Born To Fly,74.0,2001-02-17
624,5837,Born To Fly,81.0,2001-02-24
625,6154,Born To Fly,86.0,2001-03-03
626,76,Bounce With Me,48.0,2000-08-19
627,393,Bounce With Me,35.0,2000-08-26
628,710,Bounce With Me,24.0,2000-09-02
629,1027,Bounce With Me,24.0,2000-09-09
630,1344,Bounce With Me,20.0,2000-09-16
631,1661,Bounce With Me,20.0,2000-09-23
632,1978,Bounce With Me,20.0,2000-09-30
633,2295,Bounce With Me,20.0,2000-10-07
634,2612,Bounce With Me,22.0,2000-10-14
635,2929,Bounce With Me,27.0,2000-10-21
636,3246,Bounce With Me,27.0,2000-10-28
637,3563,Bounce With Me,36.0,2000-11-04
638,3880,Bounce With Me,40.0,2000-11-11
639,4197,Bounce With Me,53.0,2000-11-18
640,4514,Bounce With Me,61.0,2000-11-25
641,4831,Bounce With Me,69.0,2000-12-02
642,5148,Bounce With Me,80.0,2000-12-09
643,5465,Bounce With Me,90.0,2000-12-16
644,5782,Bounce With Me,99.0,2000-12-23
645,6733,Bounce With Me,100.0,2001-01-13
646,17,Breathe,81.0,1999-11-06
647,334,Breathe,68.0,1999-11-13
648,651,Breathe,62.0,1999-11-20
649,968,Breathe,51.0,1999-11-27
650,1285,Breathe,42.0,1999-12-04
651,1602,Breathe,35.0,1999-12-11
652,1919,Breathe,28.0,1999-12-18
653,2236,Breathe,28.0,1999-12-25
654,2553,Breathe,28.0,2000-01-01
655,2870,Breathe,43.0,2000-01-08
656,3187,Breathe,30.0,2000-01-15
657,3504,Breathe,23.0,2000-01-22
658,3821,Breathe,23.0,2000-01-29
659,4138,Breathe,21.0,2000-02-05
660,4455,Breathe,21.0,2000-02-12
661,4772,Breathe,21.0,2000-02-19
662,5089,Breathe,5.0,2000-02-26
663,5406,Breathe,3.0,2000-03-04
664,5723,Breathe,3.0,2000-03-11
665,6040,Breathe,4.0,2000-03-18
666,6357,Breathe,4.0,2000-03-25
667,6674,Breathe,3.0,2000-04-01
668,6991,Breathe,3.0,2000-04-08
669,7308,Breathe,3.0,2000-04-15
670,7625,Breathe,2.0,2000-04-22
671,7942,Breathe,2.0,2000-04-29
672,8259,Breathe,3.0,2000-05-06
673,8576,Breathe,3.0,2000-05-13
674,8893,Breathe,2.0,2000-05-20
675,9210,Breathe,2.0,2000-05-27
676,9527,Breathe,3.0,2000-06-03
677,9844,Breathe,4.0,2000-06-10
678,10161,Breathe,2.0,2000-06-17
679,10478,Breathe,5.0,2000-06-24
680,10795,Breathe,8.0,2000-07-01
681,11112,Breathe,11.0,2000-07-08
682,11429,Breathe,13.0,2000-07-15
683,11746,Breathe,14.0,2000-07-22
684,12063,Breathe,18.0,2000-07-29
685,12380,Breathe,22.0,2000-08-05
686,12697,Breathe,23.0,2000-08-12
687,13014,Breathe,22.0,2000-08-19
688,13331,Breathe,24.0,2000-08-26
689,13648,Breathe,30.0,2000-09-02
690,13965,Breathe,31.0,2000-09-09
691,14282,Breathe,31.0,2000-09-16
692,14599,Breathe,38.0,2000-09-23
693,14916,Breathe,39.0,2000-09-30
694,15233,Breathe,42.0,2000-10-07
695,15550,Breathe,49.0,2000-10-14
696,15867,Breathe,49.0,2000-10-21
697,16184,Breathe,48.0,2000-10-28
698,16501,Breathe,47.0,2000-11-04
699,243,Breathe And Stop,71.0,2000-01-22
700,560,Breathe And Stop,71.0,2000-01-29
701,877,Breathe And Stop,81.0,2000-02-05
702,1194,Breathe And Stop,82.0,2000-02-12
703,1511,Breathe And Stop,96.0,2000-02-19
704,34,Bring It All To Me,73.0,1999-10-23
705,351,Bring It All To Me,63.0,1999-10-30
706,668,Bring It All To Me,50.0,1999-11-06
707,985,Bring It All To Me,42.0,1999-11-13
708,1302,Bring It All To Me,24.0,1999-11-20
709,1619,Bring It All To Me,19.0,1999-11-27
710,1936,Bring It All To Me,17.0,1999-12-04
711,2253,Bring It All To Me,14.0,1999-12-11
712,2570,Bring It All To Me,11.0,1999-12-18
713,2887,Bring It All To Me,9.0,1999-12-25
714,3204,Bring It All To Me,9.0,2000-01-01
715,3521,Bring It All To Me,9.0,2000-01-08
716,3838,Bring It All To Me,10.0,2000-01-15
717,4155,Bring It All To Me,5.0,2000-01-22
718,4472,Bring It All To Me,5.0,2000-01-29
719,4789,Bring It All To Me,6.0,2000-02-05
720,5106,Bring It All To Me,8.0,2000-02-12
721,5423,Bring It All To Me,9.0,2000-02-19
722,5740,Bring It All To Me,15.0,2000-02-26
723,6057,Bring It All To Me,15.0,2000-03-04
724,6374,Bring It All To Me,18.0,2000-03-11
725,6691,Bring It All To Me,17.0,2000-03-18
726,7008,Bring It All To Me,18.0,2000-03-25
727,7325,Bring It All To Me,19.0,2000-04-01
728,7642,Bring It All To Me,19.0,2000-04-08
729,7959,Bring It All To Me,22.0,2000-04-15
730,8276,Bring It All To Me,26.0,2000-04-22
731,8593,Bring It All To Me,32.0,2000-04-29
732,8910,Bring It All To Me,42.0,2000-05-06
733,97,Broadway,74.0,2000-04-22
734,414,Broadway,58.0,2000-04-29
735,731,Broadway,53.0,2000-05-06
736,1048,Broadway,42.0,2000-05-13
737,1365,Broadway,35.0,2000-05-20
738,1682,Broadway,31.0,2000-05-27
739,1999,Broadway,29.0,2000-06-03
740,2316,Broadway,25.0,2000-06-10
741,2633,Broadway,29.0,2000-06-17
742,2950,Broadway,26.0,2000-06-24
743,3267,Broadway,24.0,2000-07-01
744,3584,Broadway,33.0,2000-07-08
745,3901,Broadway,46.0,2000-07-15
746,4218,Broadway,48.0,2000-07-22
747,4535,Broadway,57.0,2000-07-29
748,4852,Broadway,62.0,2000-08-05
749,5169,Broadway,74.0,2000-08-12
750,5486,Broadway,82.0,2000-08-19
751,5803,Broadway,85.0,2000-08-26
752,6120,Broadway,87.0,2000-09-02
753,150,Buy Me A Rose,79.0,2000-03-11
754,467,Buy Me A Rose,72.0,2000-03-18
755,784,Buy Me A Rose,65.0,2000-03-25
756,1101,Buy Me A Rose,65.0,2000-04-01
757,1418,Buy Me A Rose,54.0,2000-04-08
758,1735,Buy Me A Rose,46.0,2000-04-15
759,2052,Buy Me A Rose,46.0,2000-04-22
760,2369,Buy Me A Rose,43.0,2000-04-29
761,2686,Buy Me A Rose,40.0,2000-05-06
762,3003,Buy Me A Rose,40.0,2000-05-13
763,3320,Buy Me A Rose,46.0,2000-05-20
764,3637,Buy Me A Rose,54.0,2000-05-27
765,3954,Buy Me A Rose,58.0,2000-06-03
766,4271,Buy Me A Rose,66.0,2000-06-10
767,4588,Buy Me A Rose,73.0,2000-06-17
768,4905,Buy Me A Rose,82.0,2000-06-24
769,5222,Buy Me A Rose,86.0,2000-07-01
770,5539,Buy Me A Rose,84.0,2000-07-08
771,5856,Buy Me A Rose,88.0,2000-07-15
772,6173,Buy Me A Rose,91.0,2000-07-22
773,30,Bye Bye Bye,42.0,2000-01-29
774,347,Bye Bye Bye,20.0,2000-02-05
775,664,Bye Bye Bye,19.0,2000-02-12
776,981,Bye Bye Bye,14.0,2000-02-19
777,1298,Bye Bye Bye,13.0,2000-02-26
778,1615,Bye Bye Bye,7.0,2000-03-04
779,1932,Bye Bye Bye,6.0,2000-03-11
780,2249,Bye Bye Bye,5.0,2000-03-18
781,2566,Bye Bye Bye,5.0,2000-03-25
782,2883,Bye Bye Bye,5.0,2000-04-01
783,3200,Bye Bye Bye,5.0,2000-04-08
784,3517,Bye Bye Bye,4.0,2000-04-15
785,3834,Bye Bye Bye,4.0,2000-04-22
786,4151,Bye Bye Bye,6.0,2000-04-29
787,4468,Bye Bye Bye,6.0,2000-05-06
788,4785,Bye Bye Bye,7.0,2000-05-13
789,5102,Bye Bye Bye,9.0,2000-05-20
790,5419,Bye Bye Bye,12.0,2000-05-27
791,5736,Bye Bye Bye,18.0,2000-06-03
792,6053,Bye Bye Bye,20.0,2000-06-10
793,6370,Bye Bye Bye,27.0,2000-06-17
794,6687,Bye Bye Bye,34.0,2000-06-24
795,7004,Bye Bye Bye,40.0,2000-07-01
796,234,Californication,72.0,2000-07-29
797,551,Californication,72.0,2000-08-05
798,868,Californication,72.0,2000-08-12
799,1185,Californication,77.0,2000-08-19
800,1502,Californication,79.0,2000-08-26
801,1819,Californication,77.0,2000-09-02
802,2136,Californication,75.0,2000-09-09
803,2453,Californication,84.0,2000-09-16
804,2770,Californication,85.0,2000-09-23
805,3087,Californication,79.0,2000-09-30
806,3404,Californication,74.0,2000-10-07
807,3721,Californication,69.0,2000-10-14
808,4038,Californication,74.0,2000-10-21
809,4355,Californication,75.0,2000-10-28
810,4672,Californication,77.0,2000-11-04
811,4989,Californication,71.0,2000-11-11
812,5306,Californication,78.0,2000-11-18
813,5623,Californication,89.0,2000-11-25
814,5940,Californication,97.0,2000-12-02
815,83,Callin' Me,83.0,2000-07-29
816,400,Callin' Me,89.0,2000-08-05
817,717,Callin' Me,57.0,2000-08-12
818,1034,Callin' Me,40.0,2000-08-19
819,1351,Callin' Me,34.0,2000-08-26
820,1668,Callin' Me,21.0,2000-09-02
821,1985,Callin' Me,33.0,2000-09-09
822,2302,Callin' Me,46.0,2000-09-16
823,2619,Callin' Me,45.0,2000-09-23
824,2936,Callin' Me,59.0,2000-09-30
825,3253,Callin' Me,67.0,2000-10-07
826,3570,Callin' Me,84.0,2000-10-14
827,3887,Callin' Me,95.0,2000-10-21
828,244,Can't Fight The Moonlight,82.0,2000-09-09
829,561,Can't Fight The Moonlight,71.0,2000-09-16
830,878,Can't Fight The Moonlight,79.0,2000-09-23
831,1195,Can't Fight The Moonlight,83.0,2000-09-30
832,1512,Can't Fight The Moonlight,96.0,2000-10-07
833,1829,Can't Fight The Moonlight,99.0,2000-10-14
834,2146,Can't Fight The Moonlight,78.0,2000-10-21
835,2463,Can't Fight The Moonlight,78.0,2000-10-28
836,2780,Can't Fight The Moonlight,83.0,2000-11-04
837,3097,Can't Fight The Moonlight,79.0,2000-11-11
838,3414,Can't Fight The Moonlight,77.0,2000-11-18
839,3731,Can't Fight The Moonlight,76.0,2000-11-25
840,4048,Can't Fight The Moonlight,79.0,2000-12-02
841,4365,Can't Fight The Moonlight,81.0,2000-12-09
842,4682,Can't Fight The Moonlight,88.0,2000-12-16
843,4999,Can't Fight The Moonlight,85.0,2000-12-23
844,5316,Can't Fight The Moonlight,86.0,2000-12-30
845,5633,Can't Fight The Moonlight,79.0,2001-01-06
846,5950,Can't Fight The Moonlight,87.0,2001-01-13
847,6267,Can't Fight The Moonlight,93.0,2001-01-20
848,283,Can't Go For That,90.0,2000-09-16
849,600,Can't Go For That,86.0,2000-09-23
850,917,Can't Go For That,84.0,2000-09-30
851,1234,Can't Go For That,88.0,2000-10-07
852,1551,Can't Go For That,97.0,2000-10-14
853,282,Can't Stay,84.0,2000-03-25
854,599,Can't Stay,84.0,2000-04-01
855,916,Can't Stay,93.0,2000-04-08
856,1233,Can't Stay,98.0,2000-04-15
857,165,Carlene,75.0,2000-03-04
858,482,Carlene,67.0,2000-03-11
859,799,Carlene,64.0,2000-03-18
860,1116,Carlene,64.0,2000-03-25
861,1433,Carlene,57.0,2000-04-01
862,1750,Carlene,53.0,2000-04-08
863,2067,Carlene,47.0,2000-04-15
864,2384,Carlene,45.0,2000-04-22
865,2701,Carlene,45.0,2000-04-29
866,3018,Carlene,50.0,2000-05-06
867,3335,Carlene,52.0,2000-05-13
868,3652,Carlene,56.0,2000-05-20
869,3969,Carlene,59.0,2000-05-27
870,4286,Carlene,78.0,2000-06-03
871,4603,Carlene,83.0,2000-06-10
872,4920,Carlene,84.0,2000-06-17
873,5237,Carlene,91.0,2000-06-24
874,5554,Carlene,96.0,2000-07-01
875,5871,Carlene,93.0,2000-07-08
876,18,Case Of The Ex (Whatcha Gonna Do),72.0,2000-08-19
877,335,Case Of The Ex (Whatcha Gonna Do),57.0,2000-08-26
878,652,Case Of The Ex (Whatcha Gonna Do),52.0,2000-09-02
879,969,Case Of The Ex (Whatcha Gonna Do),47.0,2000-09-09
880,1286,Case Of The Ex (Whatcha Gonna Do),42.0,2000-09-16
881,1603,Case Of The Ex (Whatcha Gonna Do),31.0,2000-09-23
882,1920,Case Of The Ex (Whatcha Gonna Do),24.0,2000-09-30
883,2237,Case Of The Ex (Whatcha Gonna Do),18.0,2000-10-07
884,2554,Case Of The Ex (Whatcha Gonna Do),17.0,2000-10-14
885,2871,Case Of The Ex (Whatcha Gonna Do),17.0,2000-10-21
886,3188,Case Of The Ex (Whatcha Gonna Do),17.0,2000-10-28
887,3505,Case Of The Ex (Whatcha Gonna Do),10.0,2000-11-04
888,3822,Case Of The Ex (Whatcha Gonna Do),9.0,2000-11-11
889,4139,Case Of The Ex (Whatcha Gonna Do),9.0,2000-11-18
890,4456,Case Of The Ex (Whatcha Gonna Do),7.0,2000-11-25
891,4773,Case Of The Ex (Whatcha Gonna Do),2.0,2000-12-02
892,5090,Case Of The Ex (Whatcha Gonna Do),2.0,2000-12-09
893,5407,Case Of The Ex (Whatcha Gonna Do),2.0,2000-12-16
894,5724,Case Of The Ex (Whatcha Gonna Do),3.0,2000-12-23
895,6041,Case Of The Ex (Whatcha Gonna Do),4.0,2000-12-30
896,6358,Case Of The Ex (Whatcha Gonna Do),4.0,2001-01-06
897,6675,Case Of The Ex (Whatcha Gonna Do),4.0,2001-01-13
898,6992,Case Of The Ex (Whatcha Gonna Do),4.0,2001-01-20
899,7309,Case Of The Ex (Whatcha Gonna Do),8.0,2001-01-27
900,7626,Case Of The Ex (Whatcha Gonna Do),11.0,2001-02-03
901,7943,Case Of The Ex (Whatcha Gonna Do),15.0,2001-02-10
902,8260,Case Of The Ex (Whatcha Gonna Do),19.0,2001-02-17
903,8577,Case Of The Ex (Whatcha Gonna Do),24.0,2001-02-24
904,8894,Case Of The Ex (Whatcha Gonna Do),23.0,2001-03-03
905,9211,Case Of The Ex (Whatcha Gonna Do),35.0,2001-03-10
906,191,Caught Out There,84.0,1999-12-04
907,508,Caught Out There,68.0,1999-12-11
908,825,Caught Out There,67.0,1999-12-18
909,1142,Caught Out There,63.0,1999-12-25
910,1459,Caught Out There,63.0,2000-01-01
911,1776,Caught Out There,54.0,2000-01-08
912,2093,Caught Out There,56.0,2000-01-15
913,2410,Caught Out There,59.0,2000-01-22
914,2727,Caught Out There,68.0,2000-01-29
915,3044,Caught Out There,67.0,2000-02-05
916,3361,Caught Out There,75.0,2000-02-12
917,3678,Caught Out There,90.0,2000-02-19
918,208,Change Your Mind,75.0,2000-07-15
919,525,Change Your Mind,67.0,2000-07-22
920,842,Change Your Mind,66.0,2000-07-29
921,1159,Change Your Mind,59.0,2000-08-05
922,1476,Change Your Mind,63.0,2000-08-12
923,1793,Change Your Mind,71.0,2000-08-19
924,2110,Change Your Mind,78.0,2000-08-26
925,2427,Change Your Mind,81.0,2000-09-02
926,2744,Change Your Mind,78.0,2000-09-09
927,3061,Change Your Mind,78.0,2000-09-16
928,3378,Change Your Mind,84.0,2000-09-23
929,3695,Change Your Mind,87.0,2000-09-30
930,4012,Change Your Mind,94.0,2000-10-07
931,4329,Change Your Mind,91.0,2000-10-14
932,4646,Change Your Mind,93.0,2000-10-21
933,4963,Change Your Mind,95.0,2000-10-28
934,5280,Change Your Mind,100.0,2000-11-04
935,5597,Change Your Mind,98.0,2000-11-11
936,5914,Change Your Mind,96.0,2000-11-18
937,6231,Change Your Mind,98.0,2000-11-25
938,312,Cherchez LaGhost,98.0,2000-08-05
939,228,Cold Day In July,80.0,2000-06-24
940,545,Cold Day In July,79.0,2000-07-01
941,862,Cold Day In July,76.0,2000-07-08
942,1179,Cold Day In July,72.0,2000-07-15
943,1496,Cold Day In July,68.0,2000-07-22
944,1813,Cold Day In July,68.0,2000-07-29
945,2130,Cold Day In July,65.0,2000-08-05
946,2447,Cold Day In July,70.0,2000-08-12
947,2764,Cold Day In July,84.0,2000-08-19
948,3081,Cold Day In July,91.0,2000-08-26
949,4,Come On Over Baby (All I Want Is You),57.0,2000-08-05
950,321,Come On Over Baby (All I Want Is You),47.0,2000-08-12
951,638,Come On Over Baby (All I Want Is You),45.0,2000-08-19
952,955,Come On Over Baby (All I Want Is You),29.0,2000-08-26
953,1272,Come On Over Baby (All I Want Is You),23.0,2000-09-02
954,1589,Come On Over Baby (All I Want Is You),18.0,2000-09-09
955,1906,Come On Over Baby (All I Want Is You),11.0,2000-09-16
956,2223,Come On Over Baby (All I Want Is You),9.0,2000-09-23
957,2540,Come On Over Baby (All I Want Is You),9.0,2000-09-30
958,2857,Come On Over Baby (All I Want Is You),11.0,2000-10-07
959,3174,Come On Over Baby (All I Want Is You),1.0,2000-10-14
960,3491,Come On Over Baby (All I Want Is You),1.0,2000-10-21
961,3808,Come On Over Baby (All I Want Is You),1.0,2000-10-28
962,4125,Come On Over Baby (All I Want Is You),1.0,2000-11-04
963,4442,Come On Over Baby (All I Want Is You),4.0,2000-11-11
964,4759,Come On Over Baby (All I Want Is You),8.0,2000-11-18
965,5076,Come On Over Baby (All I Want Is You),12.0,2000-11-25
966,5393,Come On Over Baby (All I Want Is You),22.0,2000-12-02
967,5710,Come On Over Baby (All I Want Is You),23.0,2000-12-09
968,6027,Come On Over Baby (All I Want Is You),43.0,2000-12-16
969,6344,Come On Over Baby (All I Want Is You),44.0,2000-12-23
970,184,Could I Have This Kiss Forever,74.0,2000-06-17
971,501,Could I Have This Kiss Forever,68.0,2000-06-24
972,818,Could I Have This Kiss Forever,68.0,2000-07-01
973,1135,Could I Have This Kiss Forever,67.0,2000-07-08
974,1452,Could I Have This Kiss Forever,59.0,2000-07-15
975,1769,Could I Have This Kiss Forever,59.0,2000-07-22
976,2086,Could I Have This Kiss Forever,60.0,2000-07-29
977,2403,Could I Have This Kiss Forever,52.0,2000-08-05
978,2720,Could I Have This Kiss Forever,54.0,2000-08-12
979,3037,Could I Have This Kiss Forever,56.0,2000-08-19
980,3354,Could I Have This Kiss Forever,59.0,2000-08-26
981,3671,Could I Have This Kiss Forever,70.0,2000-09-02
982,3988,Could I Have This Kiss Forever,69.0,2000-09-09
983,4305,Could I Have This Kiss Forever,81.0,2000-09-16
984,4622,Could I Have This Kiss Forever,87.0,2000-09-23
985,4939,Could I Have This Kiss Forever,95.0,2000-09-30
986,5256,Could I Have This Kiss Forever,98.0,2000-10-07
987,5573,Could I Have This Kiss Forever,100.0,2000-10-14
988,6207,Could I Have This Kiss Forever,97.0,2000-10-28
989,160,Couldn't Last A Moment,91.0,2000-03-18
990,477,Couldn't Last A Moment,85.0,2000-03-25
991,794,Couldn't Last A Moment,75.0,2000-04-01
992,1111,Couldn't Last A Moment,73.0,2000-04-08
993,1428,Couldn't Last A Moment,67.0,2000-04-15
994,1745,Couldn't Last A Moment,63.0,2000-04-22
995,2062,Couldn't Last A Moment,63.0,2000-04-29
996,2379,Couldn't Last A Moment,63.0,2000-05-06
997,2696,Couldn't Last A Moment,56.0,2000-05-13
998,3013,Couldn't Last A Moment,49.0,2000-05-20
999,3330,Couldn't Last A Moment,48.0,2000-05-27
1000,3647,Couldn't Last A Moment,46.0,2000-06-03
1001,3964,Couldn't Last A Moment,44.0,2000-06-10
1002,4281,Couldn't Last A Moment,44.0,2000-06-17
1003,4598,Couldn't Last A Moment,43.0,2000-06-24
1004,4915,Couldn't Last A Moment,45.0,2000-07-01
1005,5232,Couldn't Last A Moment,53.0,2000-07-08
1006,5549,Couldn't Last A Moment,66.0,2000-07-15
1007,5866,Couldn't Last A Moment,73.0,2000-07-22
1008,6183,Couldn't Last A Moment,89.0,2000-07-29
1009,188,Country Comes To Town,82.0,2000-08-05
1010,505,Country Comes To Town,78.0,2000-08-12
1011,822,Country Comes To Town,75.0,2000-08-19
1012,1139,Country Comes To Town,69.0,2000-08-26
1013,1456,Country Comes To Town,66.0,2000-09-02
1014,1773,Country Comes To Town,62.0,2000-09-09
1015,2090,Country Comes To Town,59.0,2000-09-16
1016,2407,Country Comes To Town,58.0,2000-09-23
1017,2724,Country Comes To Town,55.0,2000-09-30
1018,3041,Country Comes To Town,55.0,2000-10-07
1019,3358,Country Comes To Town,54.0,2000-10-14
1020,3675,Country Comes To Town,62.0,2000-10-21
1021,3992,Country Comes To Town,81.0,2000-10-28
1022,4309,Country Comes To Town,95.0,2000-11-04
1023,4626,Country Comes To Town,93.0,2000-11-11
1024,106,Cowboy Take Me Away,79.0,1999-11-27
1025,423,Cowboy Take Me Away,72.0,1999-12-04
1026,740,Cowboy Take Me Away,70.0,1999-12-11
1027,1057,Cowboy Take Me Away,61.0,1999-12-18
1028,1374,Cowboy Take Me Away,52.0,1999-12-25
1029,1691,Cowboy Take Me Away,52.0,2000-01-01
1030,2008,Cowboy Take Me Away,52.0,2000-01-08
1031,2325,Cowboy Take Me Away,39.0,2000-01-15
1032,2642,Cowboy Take Me Away,31.0,2000-01-22
1033,2959,Cowboy Take Me Away,27.0,2000-01-29
1034,3276,Cowboy Take Me Away,27.0,2000-02-05
1035,3593,Cowboy Take Me Away,27.0,2000-02-12
1036,3910,Cowboy Take Me Away,31.0,2000-02-19
1037,4227,Cowboy Take Me Away,37.0,2000-02-26
1038,4544,Cowboy Take Me Away,40.0,2000-03-04
1039,4861,Cowboy Take Me Away,47.0,2000-03-11
1040,5178,Cowboy Take Me Away,51.0,2000-03-18
1041,5495,Cowboy Take Me Away,56.0,2000-03-25
1042,5812,Cowboy Take Me Away,59.0,2000-04-01
1043,6129,Cowboy Take Me Away,59.0,2000-04-08
1044,94,Crash And Burn,75.0,2000-04-08
1045,411,Crash And Burn,58.0,2000-04-15
1046,728,Crash And Burn,51.0,2000-04-22
1047,1045,Crash And Burn,36.0,2000-04-29
1048,1362,Crash And Burn,33.0,2000-05-06
1049,1679,Crash And Burn,31.0,2000-05-13
1050,1996,Crash And Burn,26.0,2000-05-20
1051,2313,Crash And Burn,24.0,2000-05-27
1052,2630,Crash And Burn,24.0,2000-06-03
1053,2947,Crash And Burn,29.0,2000-06-10
1054,3264,Crash And Burn,34.0,2000-06-17
1055,3581,Crash And Burn,39.0,2000-06-24
1056,3898,Crash And Burn,46.0,2000-07-01
1057,4215,Crash And Burn,47.0,2000-07-08
1058,4532,Crash And Burn,48.0,2000-07-15
1059,4849,Crash And Burn,49.0,2000-07-22
1060,5166,Crash And Burn,58.0,2000-07-29
1061,5483,Crash And Burn,63.0,2000-08-05
1062,5800,Crash And Burn,73.0,2000-08-12
1063,6117,Crash And Burn,87.0,2000-08-19
1064,114,Crybaby,28.0,2000-06-24
1065,431,Crybaby,34.0,2000-07-01
1066,748,Crybaby,48.0,2000-07-08
1067,1065,Crybaby,62.0,2000-07-15
1068,1382,Crybaby,77.0,2000-07-22
1069,1699,Crybaby,90.0,2000-07-29
1070,2016,Crybaby,95.0,2000-08-05
1071,273,Daddy Won't Sell The Farm,87.0,2000-03-04
1072,590,Daddy Won't Sell The Farm,83.0,2000-03-11
1073,907,Daddy Won't Sell The Farm,81.0,2000-03-18
1074,1224,Daddy Won't Sell The Farm,79.0,2000-03-25
1075,1541,Daddy Won't Sell The Farm,81.0,2000-04-01
1076,1858,Daddy Won't Sell The Farm,96.0,2000-04-08
1077,141,Dance Tonight,80.0,2000-05-20
1078,458,Dance Tonight,75.0,2000-05-27
1079,775,Dance Tonight,63.0,2000-06-03
1080,1092,Dance Tonight,59.0,2000-06-10
1081,1409,Dance Tonight,55.0,2000-06-17
1082,1726,Dance Tonight,49.0,2000-06-24
1083,2043,Dance Tonight,42.0,2000-07-01
1084,2360,Dance Tonight,42.0,2000-07-08
1085,2677,Dance Tonight,40.0,2000-07-15
1086,2994,Dance Tonight,40.0,2000-07-22
1087,3311,Dance Tonight,36.0,2000-07-29
1088,3628,Dance Tonight,43.0,2000-08-05
1089,3945,Dance Tonight,46.0,2000-08-12
1090,4262,Dance Tonight,54.0,2000-08-19
1091,4579,Dance Tonight,72.0,2000-08-26
1092,4896,Dance Tonight,84.0,2000-09-02
1093,5213,Dance Tonight,84.0,2000-09-09
1094,5530,Dance Tonight,86.0,2000-09-16
